,Platform,Active_Users_M,Avg_Rating,Problems_Count,Problems_Difficulty,Job_Integration,Contest_Frequency,Pricing_Model,Founded_Year,Mobile_App_Available,Certifications_Offered,Learning_Paths,Forum_Activity_Level,Platform_Score
276,CodeChef,27.6,4.8,1964,Medium,Limited,Monthly,Freemium,2018,True,False,5,Medium,114
277,LeetCode,22.9,4.9,1524,Easy,No,Biweekly,Freemium,2018,True,True,6,Medium,111
278,Codeforces,21.2,4.3,1980,Medium,No,Weekly,Paid,2022,True,True,2,High,96
279,CodeChef,25.7,3.7,3136,Easy,Yes,Weekly,Free,2014,True,False,8,Low,111
280,LeetCode,9.7,3.5,2366,Easy,Yes,Monthly,Freemium,2019,True,False,5,Medium,80
281,CodeChef,13.8,4.9,1323,Medium,Limited,Occasionally,Free,2019,True,True,10,Medium,108
282,LeetCode,8.4,4.1,2773,Hard,Limited,Monthly,Paid,2007,True,False,7,High,82
283,Codeforces,19.6,4.9,3942,Easy,No,Occasionally,Paid,2016,False,True,6,High,104
284,HackerRank,27.6,4.4,2670,Varied,Limited,Monthly,Free,2017,True,True,10,High,125
285,Codeforces,5.1,3.9,1672,Varied,Limited,Biweekly,Paid,2010,False,True,8,High,83
286,LeetCode,29.4,4.7,2582,Varied,Limited,Weekly,Freemium,2016,False,True,10,Medium,134
287,Codeforces,6.9,4.0,3984,Medium,No,Monthly,Paid,2019,False,False,4,Medium,65
288,HackerRank,28.8,4.4,2636,Varied,Limited,Monthly,Paid,2008,False,False,5,Low,107
289,CodeChef,27.5,4.0,1318,Hard,Yes,Biweekly,Paid,2009,True,False,5,Low,107
290,HackerRank,2.1,4.7,2899,Medium,No,Monthly,Freemium,2014,False,False,2,High,66
291,HackerRank,27.7,3.8,1347,Easy,No,Biweekly,Paid,2021,False,True,8,Medium,109
292,HackerRank,9.6,4.8,1840,Medium,Yes,Weekly,Paid,2005,False,True,9,Medium,105
293,LeetCode,12.4,4.2,3719,Easy,Yes,Monthly,Freemium,2021,False,False,7,Low,93
294,LeetCode,20.5,4.6,2535,Varied,Limited,Weekly,Paid,2011,False,True,7,High,113
295,Codeforces,28.6,3.7,3221,Hard,Limited,Weekly,Freemium,2021,False,False,9,High,118
296,HackerRank,13.5,4.1,1158,Easy,Yes,Biweekly,Freemium,2022,False,True,9,High,107
297,LeetCode,28.4,4.1,3955,Varied,Limited,Weekly,Freemium,2020,False,True,4,High,117
298,HackerRank,15.8,4.4,3781,Varied,No,Occasionally,Free,2006,True,False,6,High,90
299,HackerRank,9.4,4.0,3668,Hard,No,Monthly,Paid,2018,True,False,7,Low,73
300,HackerRank,3.5,4.6,1664,Easy,No,Monthly,Paid,2005,True,False,6,Medium,70
301,LeetCode,6.7,4.4,1030,Medium,No,Monthly,Free,2018,True,False,1,Medium,64
302,LeetCode,11.3,4.1,1240,Easy,No,Occasionally,Free,2021,True,True,2,High,77
303,Codeforces,6.0,4.4,1315,Varied,No,Biweekly,Paid,2007,False,True,2,High,72
304,LeetCode,1.0,3.8,2009,Hard,No,Monthly,Free,2016,False,True,1,Low,52
305,CodeChef,28.1,4.3,2597,Hard,No,Occasionally,Freemium,2008,False,False,1,Low,95
306,LeetCode,14.5,4.1,1790,Medium,Yes,Weekly,Free,2017,True,False,9,High,104
307,CodeChef,21.4,4.0,3830,Hard,Yes,Occasionally,Free,2021,True,True,9,Low,111
308,Codeforces,29.1,4.7,1637,Medium,Limited,Occasionally,Freemium,2010,True,True,1,Low,111
309,HackerRank,14.7,3.9,1700,Varied,Yes,Weekly,Paid,2017,True,True,9,High,106
310,Codeforces,28.4,4.8,2302,Hard,Yes,Weekly,Free,2009,True,True,3,High,125
311,HackerRank,7.2,4.4,1971,Easy,Yes,Monthly,Freemium,2012,True,False,2,Low,77
312,Codeforces,2.9,3.6,1398,Varied,Limited,Monthly,Free,2014,False,False,6,Low,63
313,LeetCode,25.7,3.6,2240,Hard,No,Weekly,Paid,2022,True,False,1,Low,85
314,CodeChef,4.2,4.4,826,Easy,No,Biweekly,Paid,2020,False,False,6,Low,68
315,Codeforces,10.5,3.9,2737,Medium,No,Monthly,Paid,2014,True,False,10,Low,80
316,LeetCode,25.5,4.8,804,Hard,Limited,Occasionally,Freemium,2009,True,False,4,High,111
317,Codeforces,5.7,3.8,3261,Medium,No,Monthly,Free,2010,False,True,5,Low,68
318,CodeChef,21.0,4.2,975,Easy,Yes,Biweekly,Free,2014,False,False,3,Medium,98
319,Codeforces,12.1,4.1,3997,Easy,No,Monthly,Free,2011,True,True,10,Medium,92
320,CodeChef,22.6,4.0,2109,Hard,Limited,Biweekly,Freemium,2015,True,True,1,Medium,97
321,CodeChef,20.0,4.3,2647,Varied,Yes,Monthly,Paid,2015,False,False,3,Low,94
322,CodeChef,22.5,4.5,3558,Medium,No,Monthly,Freemium,2011,False,True,6,Low,104
323,HackerRank,15.6,4.5,2369,Varied,Yes,Occasionally,Freemium,2017,True,True,5,High,105
324,HackerRank,27.4,4.7,2714,Varied,No,Weekly,Free,2012,False,True,8,Medium,120
325,Codeforces,23.1,3.7,1958,Varied,Limited,Monthly,Freemium,2010,False,True,8,Medium,108
326,Codeforces,13.6,4.3,3247,Varied,Limited,Monthly,Free,2022,True,True,5,Low,89
327,Codeforces,15.2,4.9,2075,Medium,Yes,Monthly,Free,2020,False,False,3,Low,94
328,CodeChef,5.5,4.8,2287,Hard,Limited,Monthly,Freemium,2021,True,True,10,Low,94
329,Codeforces,16.5,4.2,2741,Easy,Yes,Biweekly,Free,2020,False,False,10,Medium,106
330,Codeforces,18.1,4.2,3133,Easy,Yes,Occasionally,Paid,2020,True,True,3,Low,95
331,LeetCode,14.7,4.4,711,Easy,Limited,Weekly,Freemium,2005,True,True,4,High,99
332,HackerRank,14.3,4.9,836,Hard,Yes,Monthly,Paid,2015,True,False,9,High,107
333,CodeChef,30.0,4.0,3169,Easy,Limited,Weekly,Paid,2009,False,True,5,High,117
334,Codeforces,19.2,3.7,889,Varied,Yes,Biweekly,Freemium,2005,True,True,5,Medium,102
335,Codeforces,29.3,4.9,2293,Medium,Limited,Weekly,Free,2015,True,False,5,Low,117
336,Codeforces,28.7,4.2,3231,Easy,Yes,Occasionally,Free,2018,False,False,10,High,125
337,LeetCode,14.4,4.9,2929,Varied,No,Biweekly,Freemium,2013,True,True,4,High,97
338,Codeforces,24.4,4.6,2525,Hard,Limited,Occasionally,Paid,2014,False,True,5,High,112
339,Codeforces,29.2,4.9,959,Hard,Yes,Occasionally,Freemium,2018,False,True,5,High,130
340,Codeforces,11.3,4.2,819,Medium,No,Occasionally,Freemium,2006,True,False,7,Medium,83
341,HackerRank,27.2,3.9,564,Varied,Limited,Monthly,Free,2007,True,True,2,Medium,102
342,HackerRank,16.1,4.7,2223,Varied,Yes,Occasionally,Free,2015,False,True,4,Low,100
343,LeetCode,4.9,4.9,931,Hard,Limited,Weekly,Freemium,2007,True,True,7,Medium,93
344,Codeforces,8.6,3.8,3355,Medium,Limited,Weekly,Freemium,2009,False,True,8,Low,88
345,Codeforces,18.8,4.2,2014,Easy,Yes,Monthly,Free,2010,False,True,7,High,109
346,LeetCode,5.2,5.0,1029,Easy,No,Monthly,Free,2014,False,True,7,Low,83
347,LeetCode,11.4,4.0,2379,Hard,No,Occasionally,Free,2021,False,True,3,High,78
348,Codeforces,20.4,4.4,3226,Varied,Yes,Biweekly,Paid,2016,True,True,1,Medium,100
349,LeetCode,4.7,4.6,3489,Hard,No,Occasionally,Freemium,2005,True,True,9,High,88
350,LeetCode,12.9,4.4,3619,Medium,Yes,Biweekly,Paid,2010,False,True,4,High,96
351,LeetCode,1.4,4.6,1089,Varied,Limited,Occasionally,Freemium,2022,False,True,3,Medium,74
352,Codeforces,3.3,4.8,2032,Hard,No,Biweekly,Free,2007,True,False,5,Medium,72
353,Codeforces,17.8,4.4,716,Hard,No,Occasionally,Freemium,2008,False,True,4,Medium,94
354,Codeforces,11.2,3.9,1033,Varied,Limited,Weekly,Paid,2018,False,True,7,Medium,90
355,HackerRank,20.3,3.8,3220,Hard,No,Occasionally,Free,2014,False,True,7,High,97
356,LeetCode,16.9,4.0,3824,Medium,Yes,Monthly,Freemium,2006,True,True,5,Low,98
357,CodeChef,26.4,3.5,2250,Medium,Yes,Biweekly,Freemium,2006,True,True,9,High,121
358,CodeChef,28.1,4.4,1463,Varied,Yes,Weekly,Free,2020,False,False,10,Medium,127
359,Codeforces,7.1,3.8,1006,Hard,Limited,Weekly,Free,2019,False,True,4,Low,76
360,CodeChef,23.1,4.7,3352,Easy,Limited,Monthly,Paid,2009,True,False,3,Medium,100
361,LeetCode,12.0,4.3,2635,Hard,No,Monthly,Paid,2008,False,False,5,High,80
362,LeetCode,19.1,4.0,2130,Hard,No,Weekly,Free,2018,False,True,4,High,95
363,HackerRank,22.9,4.1,1379,Varied,No,Occasionally,Free,2014,True,True,2,High,94
364,HackerRank,5.1,4.7,3971,Varied,Yes,Occasionally,Freemium,2006,False,True,10,Low,98
365,Codeforces,20.3,4.5,615,Medium,No,Monthly,Free,2017,True,False,1,Low,83
366,Codeforces,16.9,4.1,2120,Easy,No,Biweekly,Free,2022,False,True,7,Medium,94
367,Codeforces,19.8,4.0,2803,Hard,Limited,Weekly,Paid,2013,True,True,9,High,110
368,LeetCode,23.1,4.4,3566,Hard,No,Monthly,Freemium,2018,False,False,9,Medium,107
369,CodeChef,16.6,4.8,1883,Medium,Limited,Monthly,Paid,2009,True,False,3,High,93
370,LeetCode,5.7,4.7,809,Easy,No,Biweekly,Paid,2009,True,True,3,Medium,75
371,CodeChef,8.4,4.5,3078,Varied,No,Occasionally,Paid,2019,False,True,5,High,82
372,CodeChef,4.3,4.6,3560,Medium,No,Weekly,Free,2009,True,False,10,Low,81
373,CodeChef,16.3,4.8,2431,Easy,Limited,Weekly,Freemium,2013,True,True,9,Medium,113
374,HackerRank,15.7,4.8,2417,Hard,No,Weekly,Paid,2013,True,False,9,High,102
375,CodeChef,29.4,4.9,3298,Medium,Limited,Weekly,Freemium,2012,False,False,4,Low,117
376,CodeChef,29.2,4.4,1706,Hard,No,Occasionally,Paid,2009,True,False,10,High,117
377,LeetCode,13.5,4.1,543,Hard,No,Biweekly,Freemium,2010,False,True,9,Low,93
378,Codeforces,21.2,4.3,2880,Easy,No,Weekly,Paid,2020,False,False,7,High,101
379,Codeforces,12.3,4.3,3550,Varied,No,Weekly,Freemium,2008,False,True,9,Medium,97
380,HackerRank,13.6,4.2,524,Hard,No,Monthly,Free,2012,False,False,5,High,82
381,Codeforces,4.4,4.8,1175,Varied,Yes,Weekly,Freemium,2017,False,False,3,High,86
382,LeetCode,27.8,3.9,1743,Hard,No,Weekly,Paid,2012,False,False,9,Low,107
383,LeetCode,16.4,4.0,3555,Easy,Yes,Occasionally,Freemium,2010,True,False,10,Low,103
384,Codeforces,14.8,4.9,1455,Easy,Limited,Weekly,Free,2008,True,True,6,Low,102
385,HackerRank,23.0,4.5,3435,Varied,Limited,Biweekly,Free,2017,True,True,5,Low,106
386,Codeforces,29.3,3.5,3123,Varied,Limited,Biweekly,Free,2022,False,False,6,Low,103
387,CodeChef,19.4,4.8,566,Varied,No,Biweekly,Freemium,2017,True,True,2,Low,95
388,LeetCode,1.0,4.9,1742,Easy,Yes,Weekly,Free,2007,True,True,5,Low,84
389,CodeChef,29.4,4.3,1742,Medium,Limited,Biweekly,Freemium,2016,False,False,10,Medium,123
390,HackerRank,19.9,4.1,2951,Hard,No,Biweekly,Free,2011,False,False,3,High,88
391,LeetCode,30.0,4.8,1886,Hard,Limited,Occasionally,Free,2014,False,False,1,Low,106
392,LeetCode,2.0,3.9,645,Easy,Yes,Weekly,Paid,2020,False,True,10,High,89
393,CodeChef,18.3,4.5,1576,Easy,Limited,Biweekly,Freemium,2014,True,False,6,Medium,100
394,CodeChef,7.5,4.6,972,Hard,Limited,Biweekly,Freemium,2014,False,False,5,Low,81
395,Codeforces,20.2,4.5,3884,Medium,No,Occasionally,Freemium,2009,False,False,4,High,95
396,LeetCode,3.9,4.0,642,Hard,No,Biweekly,Freemium,2005,False,False,8,High,75
397,HackerRank,13.1,3.5,1755,Varied,No,Weekly,Freemium,2022,False,True,1,Low,73
398,LeetCode,12.2,4.3,2376,Medium,Limited,Biweekly,Freemium,2018,False,False,6,High,91
399,Codeforces,26.9,4.9,3094,Easy,No,Weekly,Free,2007,False,False,4,High,110
400,HackerRank,9.1,4.4,3146,Varied,Yes,Biweekly,Free,2009,False,False,8,High,95
401,Codeforces,18.0,4.1,2764,Easy,Limited,Monthly,Freemium,2010,False,False,3,Medium,89
402,Codeforces,11.5,4.2,2212,Medium,Yes,Occasionally,Paid,2016,True,True,1,Medium,83
403,HackerRank,21.6,4.2,2844,Easy,Yes,Weekly,Free,2005,True,True,5,Medium,110
404,CodeChef,20.8,4.9,1819,Medium,Limited,Weekly,Paid,2009,True,True,1,Low,100
405,Codeforces,24.0,4.0,516,Medium,No,Biweekly,Paid,2012,False,False,5,Low,92
406,CodeChef,15.7,4.7,2833,Hard,Limited,Monthly,Free,2011,True,False,7,Low,96
407,CodeChef,17.3,3.6,2205,Varied,Limited,Occasionally,Freemium,2022,False,False,8,Medium,93
408,LeetCode,26.9,4.2,888,Hard,No,Weekly,Paid,2012,False,False,3,High,100
409,CodeChef,25.6,4.7,1056,Easy,Limited,Monthly,Paid,2014,True,True,9,Low,118
410,Codeforces,11.3,4.7,1548,Easy,Limited,Occasionally,Free,2012,False,False,5,Medium,87
411,HackerRank,22.9,4.0,2293,Easy,Yes,Monthly,Freemium,2010,True,True,9,Medium,117
412,CodeChef,9.1,3.8,2368,Hard,No,Weekly,Free,2007,False,True,7,Low,80
413,HackerRank,28.2,4.2,2532,Easy,Limited,Biweekly,Paid,2008,False,False,6,Low,107
414,Codeforces,7.7,4.5,2885,Medium,Yes,Biweekly,Freemium,2015,True,True,2,Low,85
415,Codeforces,19.3,4.0,3177,Hard,No,Biweekly,Free,2009,False,False,2,Low,80
416,LeetCode,16.9,3.7,3131,Hard,Yes,Biweekly,Freemium,2021,False,True,3,Medium,94
417,CodeChef,7.1,4.6,2585,Hard,Yes,Occasionally,Freemium,2020,True,False,4,Low,83
418,Codeforces,6.4,4.5,1656,Medium,Limited,Biweekly,Paid,2018,True,True,3,Low,77
419,LeetCode,2.9,4.9,1013,Medium,Limited,Biweekly,Paid,2011,True,False,1,Medium,68
420,HackerRank,24.2,4.3,1921,Varied,No,Biweekly,Paid,2015,False,False,2,Low,89
421,CodeChef,14.9,4.5,2218,Hard,Yes,Occasionally,Freemium,2015,True,False,5,High,99
422,HackerRank,14.2,4.7,3402,Medium,Limited,Occasionally,Freemium,2019,False,True,5,High,100
423,LeetCode,16.5,4.3,1565,Varied,No,Monthly,Paid,2017,False,True,7,Medium,94
424,LeetCode,1.3,3.6,3233,Easy,Yes,Weekly,Freemium,2016,True,False,2,Medium,65
425,CodeChef,29.6,5.0,2722,Easy,No,Monthly,Freemium,2019,False,True,2,Medium,113
426,HackerRank,14.6,4.2,2903,Medium,No,Biweekly,Free,2021,True,False,9,Low,89
427,LeetCode,4.8,3.8,1474,Medium,No,Biweekly,Freemium,2018,False,False,10,High,78
428,HackerRank,28.1,3.5,2788,Hard,Limited,Occasionally,Free,2010,True,False,4,High,100
429,Codeforces,19.3,4.9,3005,Medium,No,Biweekly,Freemium,2005,False,True,8,High,112
430,LeetCode,15.6,4.2,704,Varied,Limited,Weekly,Paid,2015,False,True,6,High,99
431,LeetCode,25.8,3.6,1386,Varied,Limited,Weekly,Paid,2011,False,True,10,Low,113
432,LeetCode,6.7,3.6,3212,Hard,No,Occasionally,Paid,2014,False,True,2,High,64
433,LeetCode,27.7,3.8,2313,Varied,No,Occasionally,Freemium,2020,False,True,3,High,103
434,HackerRank,26.2,3.9,1815,Easy,Limited,Occasionally,Paid,2014,True,False,6,High,104
435,LeetCode,28.2,3.6,800,Easy,No,Monthly,Freemium,2005,True,True,8,Low,107
436,LeetCode,1.7,4.8,1885,Varied,Yes,Monthly,Free,2016,True,True,5,Low,82
437,LeetCode,22.1,4.2,2606,Easy,Limited,Occasionally,Freemium,2010,True,True,2,High,101
438,HackerRank,24.4,4.1,1947,Varied,No,Occasionally,Freemium,2012,True,False,8,High,106
439,LeetCode,13.4,3.8,1177,Easy,Yes,Monthly,Freemium,2016,False,True,6,Low,93
440,LeetCode,14.3,4.5,879,Medium,No,Monthly,Freemium,2012,True,True,7,Medium,95
441,LeetCode,19.0,4.4,3344,Easy,Yes,Weekly,Paid,2013,True,True,7,Low,110
442,CodeChef,24.1,4.0,3601,Easy,Yes,Occasionally,Paid,2010,False,False,1,Low,93
443,LeetCode,28.2,4.4,3797,Easy,Yes,Weekly,Paid,2008,True,False,1,High,110
444,HackerRank,28.8,4.8,1364,Medium,No,Biweekly,Paid,2006,False,True,2,Low,106
445,Codeforces,22.9,4.3,3719,Varied,Yes,Occasionally,Paid,2020,True,True,3,Medium,105
446,CodeChef,18.5,4.3,3893,Hard,No,Occasionally,Paid,2012,True,False,4,Low,84
447,Codeforces,1.1,4.4,579,Medium,Yes,Biweekly,Free,2009,True,False,5,Medium,75
448,CodeChef,24.0,4.3,1951,Varied,Limited,Weekly,Free,2021,False,False,4,High,105
449,LeetCode,15.8,4.8,3172,Easy,No,Occasionally,Freemium,2011,True,True,3,High,95
450,HackerRank,24.1,4.5,1851,Medium,Limited,Monthly,Paid,2022,False,False,6,Medium,105
451,LeetCode,10.8,4.4,3047,Varied,No,Monthly,Paid,2006,True,False,2,Low,69
452,CodeChef,25.9,4.2,667,Hard,No,Biweekly,Freemium,2016,True,True,1,Low,97
453,LeetCode,7.7,4.2,2500,Hard,Limited,Weekly,Free,2008,True,True,2,Medium,79
454,HackerRank,14.4,5.0,1449,Easy,Yes,Monthly,Freemium,2017,False,False,2,Medium,96
455,LeetCode,13.0,4.7,1768,Easy,Yes,Occasionally,Free,2006,True,True,6,Low,100
456,HackerRank,13.7,4.2,3299,Easy,Limited,Monthly,Free,2022,False,False,2,Medium,80
457,CodeChef,15.6,4.6,2400,Medium,Yes,Biweekly,Freemium,2019,False,True,3,Medium,101
458,HackerRank,25.5,4.0,3586,Easy,Yes,Occasionally,Freemium,2019,False,True,10,High,125
459,HackerRank,17.9,3.9,1982,Easy,Limited,Occasionally,Free,2006,False,True,5,Medium,94
460,Codeforces,28.7,3.9,1530,Medium,Yes,Monthly,Freemium,2022,True,True,5,Medium,117
461,CodeChef,2.8,3.9,793,Varied,Limited,Weekly,Free,2011,False,True,9,Low,80
462,CodeChef,3.1,3.8,3474,Hard,No,Occasionally,Freemium,2006,True,False,8,Medium,69
463,CodeChef,21.3,3.5,2882,Medium,No,Biweekly,Paid,2022,True,True,9,High,100
464,LeetCode,8.7,4.1,2958,Hard,Yes,Biweekly,Free,2008,False,False,1,Medium,75
465,CodeChef,22.0,3.8,3374,Varied,No,Weekly,Paid,2008,True,True,3,Medium,92
466,Codeforces,21.7,3.9,3907,Medium,No,Monthly,Free,2005,False,True,1,Low,85
467,CodeChef,10.5,3.7,1428,Hard,Yes,Occasionally,Freemium,2021,True,True,10,Medium,98
468,Codeforces,13.1,3.6,3041,Hard,Limited,Weekly,Paid,2009,False,False,6,Low,81
469,CodeChef,23.1,3.9,1652,Medium,Yes,Weekly,Free,2013,False,False,8,Medium,111
470,HackerRank,12.8,4.1,1346,Medium,Yes,Monthly,Paid,2007,True,False,3,Low,81
471,LeetCode,26.2,3.9,1429,Varied,No,Weekly,Free,2010,False,True,4,Low,100
472,HackerRank,9.0,4.5,2427,Easy,No,Biweekly,Freemium,2021,False,False,5,High,82
473,LeetCode,7.7,4.8,2810,Medium,Limited,Occasionally,Free,2021,False,False,3,Medium,79
474,HackerRank,26.5,3.8,2357,Varied,No,Weekly,Paid,2014,True,False,8,Low,102
475,Codeforces,14.2,4.1,590,Hard,Yes,Weekly,Paid,2012,False,True,9,Medium,105
476,Codeforces,6.6,4.2,1704,Varied,No,Biweekly,Paid,2020,False,False,10,Low,78
477,CodeChef,15.7,3.6,3217,Medium,Limited,Monthly,Paid,2017,False,True,4,Low,83
478,CodeChef,13.3,4.1,3964,Varied,Yes,Occasionally,Freemium,2007,True,False,9,Medium,99
479,CodeChef,14.6,3.9,2233,Medium,Yes,Monthly,Free,2019,False,False,10,Medium,99
480,CodeChef,19.9,5.0,1113,Medium,Limited,Monthly,Freemium,2019,False,True,1,Medium,102
481,LeetCode,6.1,3.7,1925,Hard,No,Biweekly,Free,2009,False,False,1,Medium,57
482,Codeforces,23.2,4.5,3777,Varied,No,Biweekly,Freemium,2013,False,True,8,High,114
483,HackerRank,16.1,3.6,2208,Medium,Yes,Occasionally,Freemium,2017,False,False,9,Medium,98
484,Codeforces,18.1,4.3,2834,Easy,Limited,Occasionally,Paid,2018,True,True,9,Medium,105
485,HackerRank,18.8,3.7,1244,Medium,Yes,Biweekly,Free,2020,True,False,3,Low,88
486,HackerRank,14.2,4.5,1843,Medium,No,Biweekly,Paid,2016,True,True,10,Medium,99
487,Codeforces,12.4,3.9,1320,Hard,No,Biweekly,Freemium,2017,False,True,5,High,86
488,HackerRank,16.0,4.5,2784,Easy,Yes,Monthly,Freemium,2008,False,False,7,High,105
489,CodeChef,10.6,4.4,1346,Hard,Yes,Monthly,Free,2009,False,True,10,Medium,103
490,Codeforces,13.2,4.1,1068,Medium,No,Occasionally,Freemium,2008,False,True,7,Medium,90
491,Codeforces,13.1,4.6,2794,Hard,No,Weekly,Freemium,2005,True,False,7,High,95
492,LeetCode,9.1,4.6,1965,Hard,No,Weekly,Free,2020,False,True,5,Medium,86
493,LeetCode,20.2,4.3,3206,Varied,Limited,Weekly,Paid,2020,False,True,7,High,109
494,LeetCode,26.2,4.2,3873,Medium,Yes,Weekly,Paid,2005,False,True,4,Medium,114
495,HackerRank,29.3,4.5,1897,Varied,No,Occasionally,Freemium,2022,True,False,8,Medium,115
496,CodeChef,22.6,4.6,664,Varied,No,Monthly,Freemium,2006,False,True,9,Medium,113
497,CodeChef,29.7,4.2,1874,Easy,Yes,Biweekly,Freemium,2010,True,False,9,Low,124
498,LeetCode,7.0,4.5,2559,Medium,Yes,Weekly,Paid,2019,True,False,6,Low,86
499,LeetCode,13.9,4.0,3100,Varied,No,Occasionally,Free,2009,False,False,5,Medium,79
500,LeetCode,5.3,4.7,2507,Varied,Yes,Occasionally,Freemium,2006,False,False,2,High,81
501,CodeChef,1.9,3.6,2394,Medium,No,Biweekly,Paid,2022,False,True,5,Low,60
502,Codeforces,10.0,3.6,1742,Easy,Yes,Monthly,Paid,2011,False,True,1,Medium,75
503,Codeforces,23.8,4.3,2781,Easy,Limited,Biweekly,Free,2016,True,True,10,High,120
504,CodeChef,20.3,4.0,3076,Hard,Yes,Biweekly,Freemium,2016,False,True,2,Low,98
505,HackerRank,20.7,4.4,1634,Varied,Limited,Monthly,Paid,2022,True,False,8,Low,101
506,LeetCode,14.7,4.7,901,Varied,No,Biweekly,Freemium,2007,True,False,1,Medium,82
507,LeetCode,24.6,4.0,1843,Varied,Limited,Biweekly,Paid,2007,True,False,6,High,104
508,LeetCode,28.8,3.6,545,Medium,No,Biweekly,Freemium,2010,True,True,7,Medium,109
509,Codeforces,28.8,4.5,1129,Varied,Limited,Biweekly,Paid,2012,False,False,10,High,123
510,LeetCode,19.7,4.9,3775,Varied,Limited,Monthly,Free,2020,True,True,10,High,119
511,Codeforces,28.0,4.5,1896,Varied,Limited,Biweekly,Paid,2008,False,True,8,High,123
512,HackerRank,23.9,5.0,508,Easy,Yes,Occasionally,Freemium,2022,True,False,10,Medium,126
513,LeetCode,5.1,4.4,1434,Easy,Limited,Occasionally,Free,2007,False,False,1,Medium,67
514,CodeChef,21.7,4.8,2970,Hard,Yes,Biweekly,Paid,2006,True,False,1,High,103
515,HackerRank,27.9,3.8,2771,Varied,Yes,Weekly,Free,2010,False,False,3,Medium,107
516,Codeforces,29.8,4.3,3645,Varied,Limited,Biweekly,Paid,2007,False,True,7,Low,118
517,LeetCode,25.8,3.9,962,Easy,No,Occasionally,Freemium,2020,True,True,6,Low,103
518,LeetCode,7.3,4.0,1347,Easy,Limited,Weekly,Freemium,2014,True,True,10,Low,92
519,CodeChef,28.8,4.0,2766,Easy,Yes,Biweekly,Freemium,2014,True,True,2,Low,111
520,CodeChef,3.0,4.5,3254,Hard,Limited,Biweekly,Paid,2008,True,False,3,Low,66
521,CodeChef,15.1,4.1,1420,Easy,Yes,Occasionally,Free,2019,False,True,5,Low,95
522,CodeChef,29.9,4.3,3017,Medium,Limited,Biweekly,Freemium,2017,True,False,2,High,110
523,HackerRank,9.8,4.0,1982,Varied,Limited,Occasionally,Freemium,2016,False,False,4,Low,76
524,HackerRank,28.2,4.0,1697,Varied,Yes,Monthly,Freemium,2022,False,False,1,High,106
525,LeetCode,11.0,3.5,2437,Medium,Limited,Monthly,Free,2008,False,False,7,High,80
526,HackerRank,5.0,4.0,1900,Medium,Yes,Weekly,Freemium,2005,False,False,3,Medium,76
527,HackerRank,23.3,3.6,3401,Varied,Yes,Biweekly,Free,2005,False,False,5,High,102
528,HackerRank,23.1,4.1,2262,Easy,Limited,Biweekly,Freemium,2014,False,True,10,Medium,117
529,LeetCode,7.8,4.4,614,Medium,Yes,Weekly,Paid,2015,False,False,3,High,84
530,Codeforces,13.6,3.7,1559,Varied,No,Monthly,Free,2012,False,False,2,High,71
531,LeetCode,25.8,4.2,1234,Varied,Limited,Monthly,Paid,2020,False,True,5,Low,106
532,HackerRank,11.4,4.6,2906,Hard,Yes,Biweekly,Freemium,2018,True,False,10,Low,102
533,HackerRank,29.5,4.9,1600,Varied,Limited,Monthly,Paid,2005,True,False,10,Low,123
534,Codeforces,9.6,4.6,500,Medium,Yes,Biweekly,Paid,2006,False,True,2,Low,85
535,LeetCode,16.2,4.0,2948,Hard,No,Weekly,Freemium,2022,False,True,10,Low,100
536,HackerRank,10.6,4.4,771,Medium,Yes,Weekly,Paid,2019,True,False,9,Low,96
537,LeetCode,3.7,3.6,2770,Varied,No,Occasionally,Freemium,2011,False,True,10,Medium,77
538,CodeChef,29.4,4.5,3935,Easy,No,Monthly,Freemium,2005,True,True,9,Medium,122
539,CodeChef,7.3,4.6,808,Medium,No,Occasionally,Freemium,2019,True,False,9,Low,83
540,CodeChef,27.2,4.3,2404,Medium,Yes,Biweekly,Paid,2018,False,True,6,Medium,119
541,HackerRank,6.1,4.7,3484,Varied,Yes,Weekly,Paid,2014,True,False,10,High,98
542,LeetCode,22.5,4.4,3379,Hard,No,Weekly,Paid,2016,True,False,10,High,110
543,HackerRank,6.1,3.9,1093,Varied,Limited,Monthly,Free,2022,False,False,10,High,83
544,CodeChef,19.3,4.4,2056,Varied,Limited,Monthly,Free,2022,True,True,6,Medium,103
545,CodeChef,22.9,4.6,1033,Varied,No,Occasionally,Paid,2015,True,True,10,High,114
546,LeetCode,4.5,4.3,1679,Varied,No,Monthly,Free,2008,True,False,3,Medium,64
547,LeetCode,27.3,4.3,757,Varied,Yes,Weekly,Paid,2020,False,True,10,Medium,129
548,HackerRank,29.3,4.2,1817,Medium,No,Monthly,Freemium,2007,False,False,9,Medium,114
549,LeetCode,24.1,3.7,3878,Easy,No,Occasionally,Free,2021,True,True,3,Medium,92
550,CodeChef,4.6,4.0,3324,Hard,No,Monthly,Freemium,2013,False,True,7,Low,74
551,Codeforces,12.2,3.5,3445,Varied,Yes,Weekly,Free,2017,False,False,5,Low,82
552,HackerRank,12.4,3.8,2420,Varied,Yes,Biweekly,Paid,2013,False,False,9,High,95
553,HackerRank,11.3,4.8,3440,Easy,Limited,Occasionally,Free,2009,True,True,5,Low,91
554,HackerRank,10.7,4.0,2210,Varied,Limited,Monthly,Freemium,2007,True,False,3,Low,75
